feedback_id,delivery_id,rating,comment,feedback_datetime
F01000454,D2026001290,,"Delivered ahead of schedule, very impressed.",23:31.5
F01000455,D2026001292,5,"Driver called ahead, super helpful.",00:27.4
F01000456,D2026001293,,,29:32.0
F01000457,D2026001296,5,"Excellent service, package arrived in perfect condition.",50:39.1
F01000458,D2026001299,5,"Great experience, no complaints.",56:30.5
F01000459,D2026001301,5,"Great experience, no complaints.",04:46.8
F01000460,D2026001303,1,Package arrived damaged! The driver came hours after the promised time. You can tell the parcel was thrown around.,54:07.2
F01000461,D2026001305,5,"Delivered ahead of schedule, very impressed.",24:06.9
F01000462,D2026001307,4,"Came within the window, all good.",10:24.4
F01000463,D2026001309,5,Driver was very friendly and on time.,28:06.3
F01000464,D2026001310,4,"Reasonable speed, package was fine.",22:54.2
F01000465,D2026001312,5,"Driver called ahead, super helpful.",28:47.0
F01000466,D2026001313,4,"Came within the window, all good.",00:06.5
F01000467,D2026001321,5,"On time as always, thanks! Fast fast, shiok.",23:46.8
F01000468,D2026001323,5,Driver was very friendly and on time.,08:20.6
F01000469,D2026001328,5,"Excellent service, package arrived in perfect condition. Smooth lah, thanks.",50:55.1
F01000470,D2026001330,4,,00:59.8
F01000471,D2026001331,4,"Delivery was on time, no issues.",26:11.1
F01000472,D2026001332,5,"Excellent service, package arrived in perfect condition.",21:52.8
F01000473,D2026001336,3,Driver could be more friendly.,04:45.9
F01000474,D2026001343,1,Hours late with no communication.,29:58.3
F01000475,D2026001348,4,"Delivery was on time, no issues.",56:30.4
F01000476,D2026001349,5,Polite and professional driver.,22:43.1
F01000477,D2026001351,4,"Came within the window, all good.",29:31.8
F01000478,D2026001352,4,No problems with the delivery.,35:58.9
F01000479,D2026001355,5,,11:40.4
F01000480,D2026001357,2,Why is it so slow these days? The driver came hours after the promised time.,42:26.7
F01000481,D2026001360,5,"Driver called ahead, super helpful.",24:49.4
F01000482,D2026001362,5,"Great experience, no complaints. Smooth lah, thanks.",02:29.6
F01000483,D2026001363,5,Driver was very friendly and on time.,10:51.0
F01000484,D2026001367,4,No problems with the delivery.,08:59.2
F01000485,D2026001368,4,,29:09.1
F01000486,D2026001369,4,"Driver was okay, would recommend.",10:34.7
F01000487,D2026001370,4,Good service overall.,08:18.3
F01000488,D2026001371,4,"Driver was okay, would recommend.",33:11.6
F01000489,D2026001378,5,"Smooth delivery, will use again.",10:45.4
F01000490,D2026001381,5,"Driver was very friendly and on time. Fast fast, shiok.",38:23.4
F01000491,D2026001383,5,"On time as always, thanks!",57:01.0
F01000492,D2026001384,4,No problems with the delivery.,43:08.4
F01000493,D2026001385,4,,22:04.7
F01000494,D2026001391,5,"Smooth delivery, will use again.",00:35.1
F01000495,D2026001393,5,"Smooth delivery, will use again.",52:41.4
F01000496,D2026001394,5,"On time as always, thanks!",49:19.1
F01000497,D2026001396,5,"Smooth delivery, will use again.",00:05.5
F01000498,D2026001397,5,"Excellent service, package arrived in perfect condition.",17:24.3
F01000499,D2026001401,5,"Excellent service, package arrived in perfect condition.",02:49.8
F01000500,D2026001407,3,Service was just okay.,55:02.7
F01000501,D2026001413,3,"Nothing special, nothing terrible.",05:44.5
F01000502,D2026001414,3,,25:46.8
F01000503,D2026001416,5,"Excellent service, package arrived in perfect condition.",24:19.1
F01000504,D2026001417,5,"Excellent service, package arrived in perfect condition.",12:45.0
F01000505,D2026001418,4,"Reasonable speed, package was fine.",43:31.6
F01000506,D2026001419,5,,35:02.3
F01000507,D2026001424,4,,00:09.0
F01000508,D2026001425,5,"Great experience, no complaints.",22:00.7
F01000509,D2026001428,,"Smooth delivery, will use again.",52:51.1
F01000510,D2026001433,3,,35:50.2
F01000511,D2026001438,5,Polite and professional driver.,16:02.2
F01000512,D2026001440,5,,00:25.8
F01000513,D2026001443,,"Great experience, no complaints.",58:32.2
F01000514,D2026001446,5,"Driver called ahead, super helpful. Driver very polite, can!",49:11.4
F01000515,D2026001447,4,,29:19.0
F01000516,D2026001448,3,,28:11.7
F01000517,D2026001449,4,Good service overall.,43:39.0
F01000518,D2026001452,4,,50:09.3
F01000519,D2026001456,4,,23:05.4
F01000520,D2026001457,4,"Reasonable speed, package was fine.",54:10.0
F01000521,D2026001463,5,"Polite and professional driver. Fast fast, shiok.",51:50.4
F01000522,D2026001464,5,,22:29.2
F01000523,D2026001465,5,"Delivered ahead of schedule, very impressed.",38:55.1
F01000524,D2026001470,3,Delivery was acceptable.,57:17.0
F01000525,D2026001471,5,Polite and professional driver.,45:25.9
F01000526,D2026001474,4,Good service overall.,30:51.3
F01000527,D2026001475,4,Good service overall.,00:15.9
F01000528,D2026001476,5,,51:12.8
F01000529,D2026001482,4,No problems with the delivery.,48:00.3
F01000530,D2026001483,5,Polite and professional driver.,17:09.0
F01000531,D2026001488,,,52:39.7
F01000532,D2026001489,5,"On time as always, thanks!",40:19.3
F01000533,D2026001490,4,"Driver was okay, would recommend.",51:30.3
F01000534,D2026001494,5,Driver was very friendly and on time.,05:08.4
F01000535,D2026001498,5,,49:09.9
F01000536,D2026001499,5,"Smooth delivery, will use again.",06:52.5
F01000537,D2026001500,5,"Excellent service, package arrived in perfect condition.",22:49.6
F01000538,D2026001506,4,,50:52.5
F01000539,D2026001509,5,"On time as always, thanks!",19:11.3
F01000540,D2026001510,4,Good service overall.,33:45.0
F01000541,D2026001511,1,,50:00.7
F01000542,D2026001517,4,,20:11.7
F01000543,D2026001518,4,"Driver was okay, would recommend.",09:17.0
F01000544,D2026001520,4,Good service overall.,13:17.8
F01000545,D2026001521,4,,16:23.2
F01000546,D2026001524,5,Driver was very friendly and on time.,43:32.4
F01000547,D2026001526,,Polite and professional driver.,59:33.3
F01000548,D2026001532,1,,48:20.6
F01000549,D2026001533,5,"On time as always, thanks!",08:29.7
F01000550,D2026001535,4,"Reasonable speed, package was fine.",04:37.3
F01000551,D2026001536,3,,07:45.2
F01000552,D2026001537,2,Not happy with how long this took.,28:18.4
F01000553,D2026001538,5,Polite and professional driver.,03:03.7
F01000554,D2026001540,5,"Driver called ahead, super helpful.",39:24.6
F01000555,D2026001542,1,Hours late with no communication. Promised window was completely missed. Driver struggled to carry the large box.,40:47.3
F01000556,D2026001545,5,Polite and professional driver.,40:36.3
F01000557,D2026001547,2,Communication was poor. Promised window was completely missed.,39:00.4
F01000558,D2026001548,5,"Driver called ahead, super helpful.",04:43.9
F01000559,D2026001549,4,No problems with the delivery.,01:37.8
F01000560,D2026001551,5,"On time as always, thanks!",10:56.0
F01000561,D2026001552,5,"Delivered ahead of schedule, very impressed.",06:07.9
F01000562,D2026001553,5,,40:51.6
F01000563,D2026001554,3,,00:33.1
F01000564,D2026001555,5,"Excellent service, package arrived in perfect condition. Smooth lah, thanks.",54:45.2
F01000565,D2026001557,4,"Delivery was on time, no issues.",13:14.8
F01000566,D2026001559,4,,14:28.2
F01000567,D2026001560,4,"Came within the window, all good.",30:38.5
F01000568,D2026001562,5,"Great experience, no complaints.",35:11.4
F01000569,D2026001570,5,"Excellent service, package arrived in perfect condition.",32:46.9
F01000570,D2026001576,4,"Driver was okay, would recommend.",35:39.9
F01000571,D2026001580,3,Driver could be more friendly.,01:32.3
F01000572,D2026001583,5,,12:25.1
F01000573,D2026001584,4,"Reasonable speed, package was fine.",44:33.1
F01000574,D2026001590,5,"Delivered ahead of schedule, very impressed.",45:57.3
F01000575,D2026001592,5,,49:41.3
F01000576,D2026001593,3,Delivery was acceptable.,07:22.2
F01000577,D2026001594,5,Polite and professional driver.,01:10.4
F01000578,D2026001597,4,"Driver was okay, would recommend.",51:23.9
F01000579,D2026001598,5,"Excellent service, package arrived in perfect condition.",49:39.8
F01000580,D2026001599,5,Driver was very friendly and on time.,39:07.6
F01000581,D2026001601,5,"On time as always, thanks!",15:51.1
F01000582,D2026001602,5,Polite and professional driver.,10:47.8
F01000583,D2026001604,5,"Great experience, no complaints.",42:22.8
F01000584,D2026001605,4,"Driver was okay, would recommend.",38:17.9
F01000585,D2026001606,5,,23:21.2
F01000586,D2026001607,5,Driver was very friendly and on time.,33:01.3
F01000587,D2026001609,3,,03:52.5
F01000588,D2026001610,4,,59:05.5
F01000589,D2026001611,3,Average experience.,56:16.4
F01000590,D2026001612,5,"Driver called ahead, super helpful.",58:28.9
F01000591,D2026001615,5,"Delivered ahead of schedule, very impressed.",36:40.0
F01000592,D2026001617,5,"Driver called ahead, super helpful.",13:27.5
F01000593,D2026001618,4,"Delivery was on time, no issues.",54:30.0
F01000594,D2026001620,5,,03:45.7
F01000595,D2026001621,3,Took a bit longer than expected but arrived.,57:03.2
F01000596,D2026001625,4,No problems with the delivery.,35:20.4
F01000597,D2026001626,4,"Came within the window, all good.",34:46.7
F01000598,D2026001627,5,"Great experience, no complaints.",52:08.8
F01000599,D2026001628,5,"On time as always, thanks!",48:54.3
F01000600,D2026001629,4,No problems with the delivery.,43:08.9
F01000601,D2026001630,5,"Driver called ahead, super helpful.",57:06.5
F01000602,D2026001631,5,"Driver called ahead, super helpful.",05:13.4
F01000603,D2026001633,5,"Delivered ahead of schedule, very impressed.",23:37.1
F01000604,D2026001634,5,"Excellent service, package arrived in perfect condition.",45:42.0
F01000605,D2026001638,5,,09:33.4
F01000606,D2026001642,3,Average experience.,06:25.0
F01000607,D2026001646,5,,10:22.2
F01000608,D2026001647,4,"Delivery was on time, no issues.",30:30.3
F01000609,D2026001650,5,"Driver called ahead, super helpful.",13:27.4
F01000610,D2026001656,4,,09:43.9
F01000611,D2026001659,5,Polite and professional driver.,46:58.5
F01000612,D2026001662,5,"Great experience, no complaints. Driver very polite, can!",25:21.6
F01000613,D2026001666,4,Good service overall.,16:08.3
F01000614,D2026001668,5,Driver was very friendly and on time.,46:38.1
F01000615,D2026001670,4,,15:26.1
F01000616,D2026001673,5,"Delivered ahead of schedule, very impressed.",26:29.0
F01000617,D2026001676,5,"Driver called ahead, super helpful.",52:29.7
F01000618,D2026001677,,,42:21.7
F01000619,D2026001680,5,"Excellent service, package arrived in perfect condition.",22:36.3
F01000620,D2026001681,5,,54:46.8
F01000621,D2026001687,5,,28:15.2
F01000622,D2026001689,3,Took a bit longer than expected but arrived.,26:07.3
F01000623,D2026001690,4,,46:44.5
F01000624,D2026001694,4,"Driver was okay, would recommend.",37:42.1
F01000625,D2026001696,4,"Delivery was on time, no issues.",01:24.0
F01000626,D2026001697,5,"Smooth delivery, will use again.",11:23.5
F01000627,D2026001700,4,No problems with the delivery.,40:35.1
F01000628,D2026001705,5,"Smooth delivery, will use again.",29:57.2
F01000629,D2026001709,5,"Great experience, no complaints.",03:10.0
F01000630,D2026001712,3,Driver could be more friendly.,17:37.8
F01000631,D2026001720,4,"Came within the window, all good.",52:00.6
F01000632,D2026001724,5,"Delivered ahead of schedule, very impressed.",55:36.6
F01000633,D2026001726,4,,47:12.1
F01000634,D2026001731,5,"Smooth delivery, will use again.",59:56.6
F01000635,D2026001736,5,"Excellent service, package arrived in perfect condition.",18:21.9
F01000636,D2026001744,,Driver was very friendly and on time.,27:51.6
F01000637,D2026001745,3,,33:53.3
F01000638,D2026001746,5,"Driver called ahead, super helpful.",28:11.6
F01000639,D2026001750,4,Good service overall.,52:09.3
F01000640,D2026001752,4,,08:56.3
F01000641,D2026001755,1,,47:50.1
F01000642,D2026001760,5,"Smooth delivery, will use again.",55:07.8
F01000643,D2026001761,,Driver was very friendly and on time.,59:08.4
F01000644,D2026001764,5,"Great experience, no complaints.",54:48.0
F01000645,D2026001765,5,"Driver called ahead, super helpful.",00:17.8
F01000646,D2026001768,5,"Smooth delivery, will use again.",18:47.3
F01000647,D2026001769,5,"On time as always, thanks!",29:26.2
F01000648,D2026001772,5,"Smooth delivery, will use again.",30:32.5
F01000649,D2026001779,5,"Great experience, no complaints.",49:29.9
F01000650,D2026001780,4,"Driver was okay, would recommend.",17:50.4
F01000651,D2026001783,5,Driver was very friendly and on time.,51:19.3
F01000652,D2026001785,4,Good service overall.,26:16.1
F01000653,D2026001791,4,,41:14.5
F01000654,D2026001792,5,,13:15.3
F01000655,D2026001793,5,"Excellent service, package arrived in perfect condition.",57:43.9
F01000656,D2026001796,4,,09:41.2
F01000657,D2026001799,5,Polite and professional driver.,22:52.2
F01000658,D2026001804,3,Took a bit longer than expected but arrived.,26:53.5
F01000659,D2026001805,4,Good service overall.,28:30.4
F01000660,D2026001807,4,"Reasonable speed, package was fine.",51:07.1
F01000661,D2026001810,5,"Delivered ahead of schedule, very impressed.",43:27.4
F01000662,D2026001811,2,Not happy with how long this took. Very late and no notification at all.,30:44.0
F01000663,D2026001812,4,Good service overall.,23:59.7
F01000664,D2026001814,5,"On time as always, thanks!",29:22.8
F01000665,D2026001821,4,"Came within the window, all good.",41:06.4
F01000666,D2026001822,5,"Smooth delivery, will use again.",31:08.8
F01000667,D2026001824,4,"Driver was okay, would recommend.",25:23.0
F01000668,D2026001825,5,"On time as always, thanks! Fast fast, shiok.",04:49.5
F01000669,D2026001827,4,,27:35.0
F01000670,D2026001828,5,"Delivered ahead of schedule, very impressed.",12:44.1
F01000671,D2026001829,5,"On time as always, thanks!",06:47.4
F01000672,D2026001830,2,Not happy with how long this took. For a VIP delivery this is unacceptable. Like that how to use again?,35:30.6
F01000673,D2026001831,3,,09:19.4
F01000674,D2026001835,5,Polite and professional driver.,47:58.1
F01000675,D2026001837,3,Service was just okay.,07:57.4
F01000676,D2026001842,5,"Great experience, no complaints.",46:47.2
F01000677,D2026001849,5,,37:40.4
F01000678,D2026001850,5,,43:40.3
F01000679,D2026001858,1,Driver was extremely unprofessional. The driver came hours after the promised time. Item was broken when it arrived.,55:55.5
F01000680,D2026001859,5,"On time as always, thanks!",27:42.2
F01000681,D2026001860,5,"On time as always, thanks!",22:18.1
F01000682,D2026001863,4,"Driver was okay, would recommend.",38:56.7
F01000683,D2026001864,4,,15:41.5
F01000684,D2026001867,5,,18:50.0
F01000685,D2026001869,,"Very disappointed with the service. Late again, this is becoming a pattern.",21:00.8
F01000686,D2026001873,5,"Delivered ahead of schedule, very impressed.",10:01.3
F01000687,D2026001874,5,Polite and professional driver.,55:40.5
F01000688,D2026001875,5,"Excellent service, package arrived in perfect condition.",11:07.8
F01000689,D2026001877,4,No problems with the delivery.,11:26.4
F01000690,D2026001878,5,Polite and professional driver.,54:38.4
F01000691,D2026001881,5,Polite and professional driver.,08:37.5
F01000692,D2026001882,5,"Delivered ahead of schedule, very impressed.",55:39.7
F01000693,D2026001886,5,Polite and professional driver.,28:24.4
F01000694,D2026001891,4,"Driver was okay, would recommend.",22:41.4
F01000695,D2026001894,4,"Driver was okay, would recommend.",32:56.5
F01000696,D2026001898,5,"Driver called ahead, super helpful.",04:36.1
F01000697,D2026001900,4,,23:58.7
F01000698,D2026001903,4,"Reasonable speed, package was fine.",54:01.8
F01000699,D2026001905,5,,31:00.4
F01000700,D2026001911,5,,52:53.2
F01000701,D2026001914,4,"Driver was okay, would recommend.",18:35.6
F01000702,D2026001917,4,,13:21.2
F01000703,D2026001918,5,,26:56.3
F01000704,D2026001922,5,Driver was very friendly and on time.,28:20.7
F01000705,D2026001924,5,"On time as always, thanks!",45:28.7
F01000706,D2026001926,5,"Excellent service, package arrived in perfect condition.",54:22.0
F01000707,D2026001927,5,"Delivered ahead of schedule, very impressed.",31:25.3
